data,title
"[{'Distro_Version': '8.0', 'Python_version': '2.7.11'}, {'Distro_Version': '7.0', 'Python_version': '2.7.5'}, {'Distro_Version': '6.0', 'Python_version': '2.7.5'}, {'Distro_Version': '5.0', 'Python_version': '2.7.3'}, {'Distro_Version': '4.0', 'Python_version': '2.7.3'}, {'Distro_Version': '3.0', 'Python_version': '2.7.3'}, {'Distro_Version': '2.5.1', 'Python_version': '2.6.5'}, {'Distro_Version': '2.0', 'Python_version': '2.6.5'}, {'Distro_Version': '1.5', 'Python_version': '2.5.2'}, {'Distro_Version': '0.5', 'Python_version': '2.5.2'}]",caine
"[{'Distro_Version': '2017.4.9', 'Python_version': '2.7.13'}, {'Distro_Version': '2016.8.30', 'Python_version': '2.7.11'}, {'Distro_Version': '6.0.4', 'Python_version': '2.6.6'}, {'Distro_Version': '5.0.3', 'Python_version': '2.6.6'}, {'Distro_Version': '4.2', 'Python_version': '2.6.6'}]",avlinux
"[{'Distro_Version': '4.0', 'Python_version': '--'}]",audiophile
"[{'Distro_Version': '10.13.66', 'Python_version': '2.6.6'}, {'Distro_Version': '6.12.65', 'Python_version': '2.6.6'}, {'Distro_Version': '5.211.65', 'Python_version': '2.6.6'}, {'Distro_Version': '3.0', 'Python_version': '2.6.6'}, {'Distro_Version': '1.5.0', 'Python_version': '2.4.3'}, {'Distro_Version': '1.0.2', 'Python_version': '2.4.3'}]",asterisknow
"[{'Distro_Version': '7', 'Python_version': '2.7.5'}, {'Distro_Version': 'lotus', 'Python_version': '2.6.5'}, {'Distro_Version': '4', 'Python_version': '2.4.3'}, {'Distro_Version': 'hiranya', 'Python_version': '2.3.4'}, {'Distro_Version': '3', 'Python_version': '2.2.3'}]",asianux
"[{'Distro_Version': '2017', 'Python_version': '3.5.2'}, {'Distro_Version': '2016.08', 'Python_version': '--'}, {'Distro_Version': '2015', 'Python_version': '--'}]",arya
,archstrike
"[{'Distro_Version': 'current', 'Python_version': '3.6.1'}, {'Distro_Version': '2011.08.19', 'Python_version': '--'}, {'Distro_Version': '2010.05', 'Python_version': '--'}, {'Distro_Version': '2009.08', 'Python_version': '--'}, {'Distro_Version': '2009.02', 'Python_version': '--'}, {'Distro_Version': '2008.06', 'Python_version': '--'}, {'Distro_Version': 'overlord', 'Python_version': '2.5.1'}, {'Distro_Version': '2007.08', 'Python_version': '2.5'}, {'Distro_Version': 'dontpanic', 'Python_version': '2.4'}, {'Distro_Version': '0.8', 'Python_version': '2.3.3'}, {'Distro_Version': 'voodoo', 'Python_version': '2.2.3'}, {'Distro_Version': '0.7', 'Python_version': '2.2.2'}, {'Distro_Version': 'wombat', 'Python_version': '2.2.1'}, {'Distro_Version': '0.6', 'Python_version': '--'}, {'Distro_Version': 'widget', 'Python_version': '--'}]",arch
"[{'Distro_Version': '0317', 'Python_version': '--'}, {'Distro_Version': '170916', 'Python_version': '--'}, {'Distro_Version': '031215', 'Python_version': '--'}, {'Distro_Version': '2014.01', 'Python_version': '3.3.3'}, {'Distro_Version': '2013.09', 'Python_version': '3.3.2'}, {'Distro_Version': '2012.12', 'Python_version': '2.7.3'}, {'Distro_Version': '2011.11', 'Python_version': '3.2.2'}, {'Distro_Version': '2011.02', 'Python_version': '3.1.3'}, {'Distro_Version': '2010.10', 'Python_version': '2.6.5'}]",archbang
"[{'Distro_Version': '11-beta0.2', 'Python_version': '2.7.11'}, {'Distro_Version': '10.03', 'Python_version': '2.7.5'}, {'Distro_Version': '9', 'Python_version': '2.7.3'}, {'Distro_Version': '5.0.8', 'Python_version': '2.5.2'}, {'Distro_Version': '4.3.9', 'Python_version': '2.4.1'}, {'Distro_Version': '3.0.9', 'Python_version': '2.3'}]",apodio
"[{'Distro_Version': '17.6', 'Python_version': '3.6.1'}, {'Distro_Version': '2016.11.20', 'Python_version': '3.5.2'}, {'Distro_Version': '2015.12.29', 'Python_version': '3.5.1'}, {'Distro_Version': '2014.08.07', 'Python_version': '3.4.1'}, {'Distro_Version': '2013.11.17', 'Python_version': '3.3.2'}]",antergos
"[{'Distro_Version': '17-beta1', 'Python_version': '2.7.13'}, {'Distro_Version': '16.2', 'Python_version': '2.7.9'}, {'Distro_Version': '15', 'Python_version': '2.7.9'}, {'Distro_Version': '13.2', 'Python_version': '2.7.3'}, {'Distro_Version': '12', 'Python_version': '2.7.3rc2'}, {'Distro_Version': '11', 'Python_version': '2.6.6'}, {'Distro_Version': '8.5', 'Python_version': '2.5.4'}]",antix
"[{'Distro_Version': '6.0-r3', 'Python_version': '\xa0'}, {'Distro_Version': '4.4-r4', 'Python_version': '\xa0'}]",androidx86
"[{'Distro_Version': 'Sisyphus', 'Python_version': '3.5.1'}, {'Distro_Version': '8.1', 'Python_version': '2.7.11'}, {'Distro_Version': '7.0.0', 'Python_version': '2.7.4'}, {'Distro_Version': '6.0.0', 'Python_version': '2.6.6'}, {'Distro_Version': '5.0.0', 'Python_version': '2.5.4'}, {'Distro_Version': '4.1.1', 'Python_version': '2.5.2'}, {'Distro_Version': '4.0', 'Python_version': '2.4.4'}, {'Distro_Version': '3.0', 'Python_version': '2.4.1'}, {'Distro_Version': '2.4', 'Python_version': '2.3.3'}, {'Distro_Version': '2.3', 'Python_version': '2.2.3'}, {'Distro_Version': '2.2', 'Python_version': '2.2.2'}, {'Distro_Version': '2.0', 'Python_version': '2.2.1'}, {'Distro_Version': '1.1', 'Python_version': '2.1.1'}]",alt
"[{'Distro_Version': '3.6.2', 'Python_version': '--'}, {'Distro_Version': '3.2.2', 'Python_version': '2.7.9'}, {'Distro_Version': '2.7.8', 'Python_version': '2.7.6'}, {'Distro_Version': '1.10.6', 'Python_version': '--'}]",alpine
"[{'Distro_Version': '14.2.2', 'Python_version': '2.7.12'}, {'Distro_Version': '14.12', 'Python_version': '2.7.10'}, {'Distro_Version': '14.11', 'Python_version': '2.7.5'}, {'Distro_Version': '14.04', 'Python_version': '2.7.3'}, {'Distro_Version': '13.50', 'Python_version': '2.6.6'}, {'Distro_Version': '13.38', 'Python_version': '2.6.6'}, {'Distro_Version': '13.2.2', 'Python_version': '2.6.6'}, {'Distro_Version': '13.1.6', 'Python_version': '2.6.4'}, {'Distro_Version': '13.0.9', 'Python_version': '2.6.4'}, {'Distro_Version': '12.2.5', 'Python_version': '2.6.2'}, {'Distro_Version': '12.1.13', 'Python_version': '2.5.2'}, {'Distro_Version': '12.0.7', 'Python_version': '2.5.1'}, {'Distro_Version': '11.0.92', 'Python_version': '2.4.3'}]",absolute
"[{'Distro_Version': '22.0', 'Python_version': '--'}, {'Distro_Version': '20.0', 'Python_version': '--'}, {'Distro_Version': '14.0', 'Python_version': '--'}, {'Distro_Version': '11.1', 'Python_version': '--'}, {'Distro_Version': '10.1', 'Python_version': '--'}, {'Distro_Version': '9.1', 'Python_version': '--'}]",4mlinux
"[{'Distro_Version': '15.08-beta', 'Python_version': '2.7.5'}, {'Distro_Version': '11.08', 'Python_version': '2.6.5'}, {'Distro_Version': '8.08', 'Python_version': '2.4.2'}]",abuledu
"[{'Distro_Version': '8.6.0-rc', 'Python_version': '2.7.9'}]",3cx
