data,title
"[{'Distro_Version': '2017.05.28', 'Python_version': '2.7.13'}, {'Distro_Version': '2016.11.03', 'Python_version': '2.7.12'}, {'Distro_Version': '2015.05.01', 'Python_version': '--'}, {'Distro_Version': '2013.09.01', 'Python_version': '--'}, {'Distro_Version': '2012.10.17', 'Python_version': '--'}, {'Distro_Version': '2011.09.01', 'Python_version': '--'}]",parabola
"[{'Distro_Version': 'stable', 'Python_version': '2.7.13'}, {'Distro_Version': '1.22', 'Python_version': '2.6.2'}]",paldo
"[{'Distro_Version': '2.10', 'Python_version': '2.7.11'}]",ovios
"[{'Distro_Version': '2017.02-2', 'Python_version': '2.7.9'}, {'Distro_Version': '2016.12-1', 'Python_version': '2.7.9'}, {'Distro_Version': '2014-06-13', 'Python_version': '2.7.3'}]",osmc
"[{'Distro_Version': '10.5', 'Python_version': '2.7.11'}]",osgeo
"[{'Distro_Version': '7.3', 'Python_version': '2.7.5'}, {'Distro_Version': '6.9', 'Python_version': '2.6.6'}, {'Distro_Version': '5.11', 'Python_version': '2.4.3'}, {'Distro_Version': '4.8', 'Python_version': '2.3.4'}]",oracle
"[{'Distro_Version': '3.1-20160824', 'Python_version': '--'}, {'Distro_Version': '3.0', 'Python_version': '--'}, {'Distro_Version': '2.0', 'Python_version': '--'}, {'Distro_Version': '1.1', 'Python_version': '--'}, {'Distro_Version': '1.0', 'Python_version': '--'}, {'Distro_Version': '0.1', 'Python_version': '--'}]",openwall
"[{'Distro_Version': '3.02', 'Python_version': '3.4.4'}, {'Distro_Version': '2014.2', 'Python_version': '2.7.6'}, {'Distro_Version': '2013.0', 'Python_version': '2.7.5'}]",openmandriva
"[{'Distro_Version': '3.0.79', 'Python_version': '2.7.9'}, {'Distro_Version': '2.1', 'Python_version': '3.2.3'}, {'Distro_Version': '1.0.20', 'Python_version': '3.2.3'}, {'Distro_Version': '0.5.48', 'Python_version': '--'}]",openmediavault
"[{'Distro_Version': '2017.04', 'Python_version': '2.7.13'}, {'Distro_Version': '2016.10', 'Python_version': '2.7.11'}, {'Distro_Version': '2016.04', 'Python_version': '2.7.11'}, {'Distro_Version': '2015.10', 'Python_version': '--'}, {'Distro_Version': '2015.03', 'Python_version': '2.6.9'}]",openindiana
"[{'Distro_Version': '6.1', 'Python_version': '3.6.0'}, {'Distro_Version': '6.0', 'Python_version': '3.5.2'}, {'Distro_Version': '5.9', 'Python_version': '3.5.1'}, {'Distro_Version': '5.8', 'Python_version': '3.4.3'}, {'Distro_Version': '5.7', 'Python_version': '3.4.2'}, {'Distro_Version': '5.6', 'Python_version': '3.4.1'}, {'Distro_Version': '5.5', 'Python_version': '3.3.2'}, {'Distro_Version': '5.4', 'Python_version': '3.3.2'}, {'Distro_Version': '5.3', 'Python_version': '3.2.3'}, {'Distro_Version': '5.2', 'Python_version': '3.2.3'}, {'Distro_Version': '5.1', 'Python_version': '3.2.2'}, {'Distro_Version': '5.0', 'Python_version': '2.7.1'}, {'Distro_Version': '4.9', 'Python_version': '2.6.6'}, {'Distro_Version': '4.8', 'Python_version': '2.6.5'}, {'Distro_Version': '4.7', 'Python_version': '2.6.3'}, {'Distro_Version': '4.6', 'Python_version': '2.6.2'}, {'Distro_Version': '4.5', 'Python_version': '2.6.1'}, {'Distro_Version': '4.4', 'Python_version': '2.5.2'}, {'Distro_Version': '4.3', 'Python_version': '2.5.2'}, {'Distro_Version': '4.2', 'Python_version': '2.5.1'}, {'Distro_Version': '4.1', 'Python_version': '2.5'}, {'Distro_Version': '4.0', 'Python_version': '2.4.3'}, {'Distro_Version': '3.9', 'Python_version': '2.4.2'}, {'Distro_Version': '3.8', 'Python_version': '2.4.1'}, {'Distro_Version': '3.7', 'Python_version': '2.3.5'}, {'Distro_Version': '3.6', 'Python_version': '2.3.4'}, {'Distro_Version': '3.5', 'Python_version': '2.3.3'}, {'Distro_Version': '3.4', 'Python_version': '2.2.1'}, {'Distro_Version': '3.3', 'Python_version': '2.2.1'}, {'Distro_Version': '3.2', 'Python_version': '2.2.1'}, {'Distro_Version': '3.1', 'Python_version': '2.2'}, {'Distro_Version': '3.0', 'Python_version': '2.1.1'}, {'Distro_Version': '2.9', 'Python_version': '2.0'}, {'Distro_Version': '2.8', 'Python_version': '1.6'}, {'Distro_Version': '2.7', 'Python_version': '1.5.2'}, {'Distro_Version': '2.6', 'Python_version': '1.5'}]",openbsd
"[{'Distro_Version': '13.2.8', 'Python_version': '2.7.3'}, {'Distro_Version': '12.1.0', 'Python_version': '2.7.3'}, {'Distro_Version': '11.3.0', 'Python_version': '2.7'}]",olpc
"[{'Distro_Version': '3.0', 'Python_version': '\xa0'}, {'Distro_Version': '2.2', 'Python_version': '2.2.2'}, {'Distro_Version': '2.1', 'Python_version': '2.1.3'}, {'Distro_Version': '2.0', 'Python_version': '--'}, {'Distro_Version': '1.2', 'Python_version': '1.5.2'}]",omoikane
"[{'Distro_Version': 'tumbleweed', 'Python_version': '2.7.13'}, {'Distro_Version': '42.3', 'Python_version': '2.7.12'}, {'Distro_Version': '42.2', 'Python_version': '2.7.12'}, {'Distro_Version': '42.1', 'Python_version': '--'}, {'Distro_Version': '13.2', 'Python_version': '2.7.8'}, {'Distro_Version': '13.1', 'Python_version': '2.7.5'}, {'Distro_Version': '12.3', 'Python_version': '2.7.3'}, {'Distro_Version': '12.2', 'Python_version': '2.7.3'}, {'Distro_Version': '12.1', 'Python_version': '2.7.2'}, {'Distro_Version': '11.4', 'Python_version': '2.7'}, {'Distro_Version': '11.3', 'Python_version': '2.6.5'}, {'Distro_Version': '11.2', 'Python_version': '2.6.2'}, {'Distro_Version': '11.1', 'Python_version': '2.6.0'}, {'Distro_Version': '11.0', 'Python_version': '2.5.2'}, {'Distro_Version': '10.3', 'Python_version': '2.5.1'}, {'Distro_Version': '10.2', 'Python_version': '2.5'}, {'Distro_Version': '10.1', 'Python_version': '2.4.2'}, {'Distro_Version': '10.0', 'Python_version': '2.4.1'}, {'Distro_Version': '9.3', 'Python_version': '2.4'}, {'Distro_Version': '9.2', 'Python_version': '2.3.4'}, {'Distro_Version': '9.1', 'Python_version': '2.3.3'}, {'Distro_Version': '9.0', 'Python_version': '2.3'}, {'Distro_Version': '8.2', 'Python_version': '2.2.2'}, {'Distro_Version': '8.1', 'Python_version': '2.2.1'}, {'Distro_Version': '8.0', 'Python_version': '2.2'}, {'Distro_Version': '7.3', 'Python_version': '2.1.1'}, {'Distro_Version': '7.2', 'Python_version': '2.0'}, {'Distro_Version': '7.1', 'Python_version': '2.0'}, {'Distro_Version': '7.0', 'Python_version': '1.5.2'}, {'Distro_Version': '6.4', 'Python_version': '1.5.2'}, {'Distro_Version': '6.3', 'Python_version': '1.5.2'}, {'Distro_Version': '6.2', 'Python_version': '1.5.2'}, {'Distro_Version': '6.1', 'Python_version': '1.5.1'}, {'Distro_Version': '6.0', 'Python_version': '1.5.1'}, {'Distro_Version': '5.3', 'Python_version': '1.5.1'}, {'Distro_Version': '5.2', 'Python_version': '1.5'}]",opensuse
"[{'Distro_Version': '2017.05', 'Python_version': '3.6.1'}]",obrevenge
"[{'Distro_Version': '2017-1.1', 'Python_version': '2.7.13'}, {'Distro_Version': '1.0.0', 'Python_version': '2.7.8'}, {'Distro_Version': '20091106', 'Python_version': '2.5.4'}, {'Distro_Version': '(purekgb)', 'Python_version': '2.5.2'}, {'Distro_Version': '20080919', 'Python_version': '2.4.4'}, {'Distro_Version': '(purekgb)', 'Python_version': '2.3.5'}, {'Distro_Version': '20071012', 'Python_version': '2.3.5'}, {'Distro_Version': '(purekgb)', 'Python_version': '2.3.5'}]",ob2d
"[{'Distro_Version': 'packages', 'Python_version': '3.6.0'}, {'Distro_Version': '9.0', 'Python_version': '3.6.0'}, {'Distro_Version': '8.2.1', 'Python_version': '3.5.1'}, {'Distro_Version': '14.11', 'Python_version': '2.7.8'}, {'Distro_Version': 'Sekong.3', 'Python_version': '2.7.3'}, {'Distro_Version': 'Pakxe', 'Python_version': '2.7.1'}, {'Distro_Version': 'Attapu.1', 'Python_version': '2.6.5'}, {'Distro_Version': '2009.4', 'Python_version': '2.6.4'}]",nutyx
"[{'Distro_Version': '24-7977', 'Python_version': '2.7.11'}, {'Distro_Version': '22-7334', 'Python_version': '2.7.10'}, {'Distro_Version': '20-5663', 'Python_version': '2.7.5'}, {'Distro_Version': '18-4509', 'Python_version': '2.7.3'}, {'Distro_Version': '2.16.0-4104', 'Python_version': '2.7.3'}, {'Distro_Version': '2.15.0', 'Python_version': '2.7.1'}, {'Distro_Version': '2.13.0', 'Python_version': '2.6.4'}, {'Distro_Version': '1.8.1', 'Python_version': '2.5.1'}, {'Distro_Version': '1.5.0', 'Python_version': '2.4.3'}, {'Distro_Version': '1.4.2', 'Python_version': '2.4.1'}, {'Distro_Version': '1.2.3', 'Python_version': '2.3.3'}]",nst
"[{'Distro_Version': '17.06', 'Python_version': '2.7.13'}, {'Distro_Version': 'daedalus', 'Python_version': '2.7.9'}, {'Distro_Version': '16', 'Python_version': '2.7.5'}, {'Distro_Version': 'ozymandias', 'Python_version': '2.7.5'}, {'Distro_Version': '14.1', 'Python_version': '2.7.4'}, {'Distro_Version': 'frontier', 'Python_version': '2.7.3'}, {'Distro_Version': '13.12', 'Python_version': '2.7.3'}, {'Distro_Version': 'enigma2', 'Python_version': '2.6.6'}, {'Distro_Version': '13.06', 'Python_version': '2.6.5'}]",netrunner
"[{'Distro_Version': '17.03', 'Python_version': '3.6.0'}, {'Distro_Version': '16.09', 'Python_version': '3.5.2'}, {'Distro_Version': '16.03', 'Python_version': '3.5.1'}, {'Distro_Version': '15.09.1012', 'Python_version': '3.4.4'}, {'Distro_Version': '14.12.885', 'Python_version': '3.4.2'}, {'Distro_Version': '14.04.630', 'Python_version': '2.7.8'}, {'Distro_Version': '13.10.35728', 'Python_version': '2.7.6'}]",nixos
"[{'Distro_Version': '7.3', 'Python_version': '2.7.5'}, {'Distro_Version': '6.9', 'Python_version': '2.6.6'}]",nethserver
"[{'Distro_Version': 'pkgsrc', 'Python_version': '3.5.1'}, {'Distro_Version': '7.0.2', 'Python_version': '3.5.1'}, {'Distro_Version': '6.1.5', 'Python_version': '3.5.1'}, {'Distro_Version': '5.1', 'Python_version': '2.6.6'}, {'Distro_Version': '5.0', 'Python_version': '2.5.2'}, {'Distro_Version': '4.0', 'Python_version': '2.4.4'}, {'Distro_Version': '3.1', 'Python_version': '2.4.3'}, {'Distro_Version': '3.0', 'Python_version': '2.4.2'}, {'Distro_Version': '2.1', 'Python_version': '2.4.1'}, {'Distro_Version': '2.0', 'Python_version': '2.3.4'}, {'Distro_Version': '1.6', 'Python_version': '2.2.1'}]",netbsd
"[{'Distro_Version': '4.5.4', 'Python_version': '2.7.9'}]",neptune
"[{'Distro_Version': '1.3', 'Python_version': '\xa0'}]",nanolinux
"[{'Distro_Version': '2017.01.20', 'Python_version': '--'}]",morpheusarch
"[{'Distro_Version': '16.1', 'Python_version': '2.7.9'}]",mx
"[{'Distro_Version': '#10', 'Python_version': '2.3.6'}, {'Distro_Version': '#8', 'Python_version': '2.3.5'}]",miros
"[{'Distro_Version': '18.2', 'Python_version': '2.7.11'}, {'Distro_Version': 'sonya', 'Python_version': '2.7.6'}, {'Distro_Version': '17.3', 'Python_version': '2.7.5'}, {'Distro_Version': 'rosa', 'Python_version': '2.7.4'}, {'Distro_Version': '16', 'Python_version': '2.7.3'}, {'Distro_Version': 'petra', 'Python_version': '2.7.3'}, {'Distro_Version': '15', 'Python_version': '2.7.2'}, {'Distro_Version': 'olivia', 'Python_version': '2.7.1'}, {'Distro_Version': '14', 'Python_version': '2.6.6'}, {'Distro_Version': 'nadia', 'Python_version': '2.6.5'}, {'Distro_Version': '13', 'Python_version': '2.6.4rc1'}, {'Distro_Version': 'maya', 'Python_version': '2.6.2'}, {'Distro_Version': '12', 'Python_version': '2.5.2'}, {'Distro_Version': 'lisa', 'Python_version': '2.5.2'}, {'Distro_Version': '11', 'Python_version': '2.5.1'}, {'Distro_Version': 'katya', 'Python_version': '2.5.1'}, {'Distro_Version': '10', 'Python_version': '2.5.1'}, {'Distro_Version': 'julia', 'Python_version': '2.4.3'}, {'Distro_Version': '9', 'Python_version': '2.4.3'}, {'Distro_Version': 'isadora', 'Python_version': '2.4.3'}]",mint
"[{'Distro_Version': '2017', 'Python_version': '2.7.8'}, {'Distro_Version': '(Picaros Diego)', 'Python_version': '2.7.3'}, {'Distro_Version': '2.1', 'Python_version': '2.5.2'}]",minino
"[{'Distro_Version': '3.4.0-rc6', 'Python_version': '\xa0'}, {'Distro_Version': '3.3.0', 'Python_version': '2.7.6'}, {'Distro_Version': '3.2.1', 'Python_version': '2.7.2'}, {'Distro_Version': '3.1.8', 'Python_version': '2.4.3'}]",minix
,mll
"[{'Distro_Version': '0.8', 'Python_version': '3.3.5'}, {'Distro_Version': '0.7', 'Python_version': '3.4.3'}, {'Distro_Version': '0.6', 'Python_version': '2.7.8'}, {'Distro_Version': '0.5', 'Python_version': '--'}, {'Distro_Version': '0.4', 'Python_version': '3.1.5'}, {'Distro_Version': '0.3', 'Python_version': '3.1.5'}, {'Distro_Version': '0.2.1', 'Python_version': '2.6.5'}, {'Distro_Version': '0.1.1', 'Python_version': '2.5.2'}]",midnightbsd
"[{'Distro_Version': '9.0', 'Python_version': '2.7.11'}, {'Distro_Version': '8.0', 'Python_version': '2.7.5'}, {'Distro_Version': '7.5', 'Python_version': '2.7.3'}, {'Distro_Version': '7.0', 'Python_version': '2.7.3'}, {'Distro_Version': '6.0.1', 'Python_version': '2.6.5'}, {'Distro_Version': '5.0', 'Python_version': '2.6.2'}, {'Distro_Version': '4.0', 'Python_version': '2.5.2'}, {'Distro_Version': '3.0', 'Python_version': '2.4.2'}, {'Distro_Version': '2.0', 'Python_version': '2.3.5'}, {'Distro_Version': '1.2', 'Python_version': '2.3'}, {'Distro_Version': '1.1', 'Python_version': '2.3'}]",max
"[{'Distro_Version': '8.5.7', 'Python_version': '2.7.11'}, {'Distro_Version': '8.0.4', 'Python_version': '2.7.11'}, {'Distro_Version': '7.1.8', 'Python_version': '2.7.8'}]",metamorphose
"[{'Distro_Version': '17.03', 'Python_version': '2.7.11'}, {'Distro_Version': 'cubalibre', 'Python_version': '2.7.11'}, {'Distro_Version': '2.1', 'Python_version': '2.7.11'}]",maui
"[{'Distro_Version': 'stable', 'Python_version': '3.6.1'}, {'Distro_Version': '17.0.2', 'Python_version': '3.6.1'}, {'Distro_Version': '16.10.3', 'Python_version': '3.5.2'}, {'Distro_Version': '15.12', 'Python_version': '3.5.1'}, {'Distro_Version': '0.8.11', 'Python_version': '3.4.1'}, {'Distro_Version': '0.8.8', 'Python_version': '3.3.2'}]",manjaro
"[{'Distro_Version': 'Mou', 'Python_version': '2.7.5'}, {'Distro_Version': 'Moe', 'Python_version': '2.6.5'}, {'Distro_Version': 'Chu', 'Python_version': '2.6.4'}, {'Distro_Version': 'One', 'Python_version': '2.5.2'}]",mangaka
"[{'Distro_Version': '10', 'Python_version': '--'}, {'Distro_Version': '7.0', 'Python_version': '2.7.5'}, {'Distro_Version': '6.1', 'Python_version': '2.7.6'}, {'Distro_Version': '5.0', 'Python_version': '2.7.5'}, {'Distro_Version': '4.3', 'Python_version': '2.7.5'}]",makulu
"[{'Distro_Version': 'cauldron', 'Python_version': '2.7.13'}, {'Distro_Version': '5.1', 'Python_version': '2.7.9'}, {'Distro_Version': '4.1', 'Python_version': '2.7.6'}, {'Distro_Version': '3', 'Python_version': '2.7.3'}, {'Distro_Version': '2', 'Python_version': '2.7.3'}, {'Distro_Version': '1', 'Python_version': '2.7.1'}]",mageia
"[{'Distro_Version': '16.04.2', 'Python_version': '2.7.11'}, {'Distro_Version': '14.04.4', 'Python_version': '2.7.5'}, {'Distro_Version': '12.04.5', 'Python_version': '2.7.3'}]",lxle
"[{'Distro_Version': 'moonbase', 'Python_version': '2.7.13'}, {'Distro_Version': '1.7.0', 'Python_version': '2.7.8'}, {'Distro_Version': 'sinussuccessus', 'Python_version': '2.6.5'}, {'Distro_Version': '1.6.5', 'Python_version': '2.5'}, {'Distro_Version': 'mareingenii', 'Python_version': '2.4.1'}, {'Distro_Version': '1.6.4', 'Python_version': '2.3.3'}, {'Distro_Version': 'lacus', 'Python_version': '2.3.3'}, {'Distro_Version': '1.6.1', 'Python_version': '2.2.2'}, {'Distro_Version': 'moosedrool', 'Python_version': '2.2.2'}, {'Distro_Version': '1.5.1', 'Python_version': '2.2.2'}, {'Distro_Version': 'gallium', 'Python_version': '2.2.1'}]",lunar
"[{'Distro_Version': '16.04', 'Python_version': '2.7.11'}, {'Distro_Version': '15.10', 'Python_version': '2.7.9'}, {'Distro_Version': '12.10', 'Python_version': '2.7.3'}, {'Distro_Version': '12.00', 'Python_version': '2.7.3'}, {'Distro_Version': '11.11', 'Python_version': '2.7.2'}]",luninux
"[{'Distro_Version': '17.10-alpha1', 'Python_version': '2.7.13'}, {'Distro_Version': 'artful', 'Python_version': '2.7.13'}, {'Distro_Version': '17.04', 'Python_version': '2.7.11'}, {'Distro_Version': 'zesty', 'Python_version': '2.7.11'}, {'Distro_Version': '16.10', 'Python_version': '2.7.9'}, {'Distro_Version': 'yakkety', 'Python_version': '2.7.9'}, {'Distro_Version': '16.04', 'Python_version': '2.7.8'}, {'Distro_Version': 'xenial', 'Python_version': '2.7.5'}, {'Distro_Version': '15.10', 'Python_version': '2.7.5'}, {'Distro_Version': 'wily', 'Python_version': '2.7.4'}, {'Distro_Version': '15.04', 'Python_version': '2.7.3'}, {'Distro_Version': 'vivid', 'Python_version': '2.7.3'}, {'Distro_Version': '14.10', 'Python_version': '2.7.2'}, {'Distro_Version': 'utopic', 'Python_version': '2.7.1'}, {'Distro_Version': '14.04', 'Python_version': '2.6.6'}, {'Distro_Version': 'trusty', 'Python_version': '2.6.5'}]",lubuntu
"[{'Distro_Version': '15.05', 'Python_version': '2.7.5'}, {'Distro_Version': '12.06', 'Python_version': '2.7.3'}, {'Distro_Version': '11.09', 'Python_version': '2.6.5'}, {'Distro_Version': '10.09', 'Python_version': '2.6.5'}, {'Distro_Version': '9.09', 'Python_version': '2.6.5'}, {'Distro_Version': '8.09', 'Python_version': '2.5.2'}, {'Distro_Version': '5.09', 'Python_version': '2.5.1'}, {'Distro_Version': '5.05', 'Python_version': '2.3.5'}]",lliurex
"[{'Distro_Version': '3.4', 'Python_version': '2.7.11'}, {'Distro_Version': '2.8', 'Python_version': '2.7.5'}, {'Distro_Version': '1.0.8', 'Python_version': '2.7.3'}]",lite
"[{'Distro_Version': '8.17.06.17', 'Python_version': '--'}]",liveraizo
"[{'Distro_Version': '8.0', 'Python_version': '2.7.11'}, {'Distro_Version': '7.4.2', 'Python_version': '2.7.5'}]",linuxfx
"[{'Distro_Version': '2.5', 'Python_version': '\xa0'}, {'Distro_Version': '2.0', 'Python_version': '2.7.4'}, {'Distro_Version': '1.0.2012', 'Python_version': '\xa0'}, {'Distro_Version': '1.0.2010', 'Python_version': '\xa0'}, {'Distro_Version': '1.0.2009', 'Python_version': '\xa0'}, {'Distro_Version': '1.0.2008', 'Python_version': '\xa0'}, {'Distro_Version': '1.0.2007', 'Python_version': '\xa0'}, {'Distro_Version': '0.4.5.1', 'Python_version': '\xa0'}, {'Distro_Version': '0.3.1', 'Python_version': '\xa0'}]",linuxconsole
"[{'Distro_Version': '8.4.3', 'Python_version': '2.7.11'}, {'Distro_Version': '7.4', 'Python_version': '2.6.6'}, {'Distro_Version': '6.03.00', 'Python_version': '2.6.1'}, {'Distro_Version': '5.5', 'Python_version': '2.4.4'}, {'Distro_Version': '4.4', 'Python_version': '2.2.3'}]",linhes
"[{'Distro_Version': '20160119', 'Python_version': '--'}]",linuxbbq
"[{'Distro_Version': 'unstable', 'Python_version': '--'}, {'Distro_Version': '8.0-BLFS', 'Python_version': '2.7.13'}, {'Distro_Version': '8.0', 'Python_version': '--'}, {'Distro_Version': '7.10', 'Python_version': '--'}, {'Distro_Version': '7.9', 'Python_version': '--'}, {'Distro_Version': '7.8', 'Python_version': '--'}, {'Distro_Version': '7.7', 'Python_version': '--'}, {'Distro_Version': '7.6', 'Python_version': '--'}, {'Distro_Version': '7.5', 'Python_version': '--'}, {'Distro_Version': '7.4', 'Python_version': '--'}, {'Distro_Version': '7.3', 'Python_version': '--'}, {'Distro_Version': '7.2', 'Python_version': '--'}, {'Distro_Version': '7.1', 'Python_version': '--'}, {'Distro_Version': '7.0', 'Python_version': '--'}, {'Distro_Version': '6.8', 'Python_version': '--'}, {'Distro_Version': '6.7', 'Python_version': '--'}, {'Distro_Version': '6.6', 'Python_version': '--'}, {'Distro_Version': '6.5', 'Python_version': '--'}, {'Distro_Version': '6.4', 'Python_version': '--'}, {'Distro_Version': '6.3', 'Python_version': '--'}, {'Distro_Version': '6.2', 'Python_version': '--'}, {'Distro_Version': '6.0', 'Python_version': '--'}, {'Distro_Version': '5.1', 'Python_version': '--'}, {'Distro_Version': '5.0', 'Python_version': '--'}, {'Distro_Version': '4.1', 'Python_version': '--'}, {'Distro_Version': '4.0', 'Python_version': '--'}, {'Distro_Version': '3.3', 'Python_version': '--'}, {'Distro_Version': '3.2', 'Python_version': '--'}, {'Distro_Version': '3.1', 'Python_version': '--'}, {'Distro_Version': '3.0', 'Python_version': '--'}, {'Distro_Version': '2.4', 'Python_version': '--'}, {'Distro_Version': '2.2', 'Python_version': '--'}, {'Distro_Version': '1.3', 'Python_version': '--'}]",lfs
"[{'Distro_Version': '10', 'Python_version': '\xa0'}, {'Distro_Version': '8', 'Python_version': '\xa0'}, {'Distro_Version': '5.1', 'Python_version': '2.7.2'}]",leeenux
"[{'Distro_Version': '14.04.5', 'Python_version': '2.7.6'}]",kxstudio
"[{'Distro_Version': '4.3.2', 'Python_version': '2.7.13'}, {'Distro_Version': '4.3.1', 'Python_version': '2.7.11'}, {'Distro_Version': '4.2', 'Python_version': '2.7.9'}, {'Distro_Version': '4.1', 'Python_version': '2.7.7'}, {'Distro_Version': '4', 'Python_version': '2.7.3'}, {'Distro_Version': '3.5', 'Python_version': '2.7.3'}, {'Distro_Version': '3.2', 'Python_version': '2.7.2'}, {'Distro_Version': '3.14', 'Python_version': '2.7'}, {'Distro_Version': '3e', 'Python_version': '2.6.2'}, {'Distro_Version': '2.4.1', 'Python_version': '2.5.2'}, {'Distro_Version': '2.4', 'Python_version': '2.5.1'}, {'Distro_Version': '2.2', 'Python_version': '2.4.3'}, {'Distro_Version': '2.0', 'Python_version': '2.4.1'}]",kwort
"[{'Distro_Version': '25', 'Python_version': '2.7.12'}, {'Distro_Version': '24', 'Python_version': '2.7.11'}, {'Distro_Version': '23', 'Python_version': '2.7.10'}, {'Distro_Version': '22', 'Python_version': '2.7.10'}, {'Distro_Version': '21', 'Python_version': '2.7.8'}, {'Distro_Version': '20', 'Python_version': '2.7.5'}, {'Distro_Version': '19.1', 'Python_version': '2.7.5'}, {'Distro_Version': '18', 'Python_version': '2.7.3'}, {'Distro_Version': '17', 'Python_version': '2.7.3'}, {'Distro_Version': '16', 'Python_version': '2.7.2'}, {'Distro_Version': '15.1', 'Python_version': '2.7.1'}, {'Distro_Version': '14', 'Python_version': '2.7'}]",korora
"[{'Distro_Version': '17.10-alpha1', 'Python_version': '2.7.13'}, {'Distro_Version': 'artful', 'Python_version': '2.7.13'}, {'Distro_Version': '17.04', 'Python_version': '2.7.11'}, {'Distro_Version': 'zesty', 'Python_version': '2.7.11'}, {'Distro_Version': '16.10', 'Python_version': '2.7.9'}, {'Distro_Version': 'yakkety', 'Python_version': '2.7.9'}, {'Distro_Version': '16.04', 'Python_version': '2.7.8'}, {'Distro_Version': 'xenial', 'Python_version': '2.7.5'}, {'Distro_Version': '15.10', 'Python_version': '2.7.5'}, {'Distro_Version': 'wily', 'Python_version': '2.7.4'}, {'Distro_Version': '15.04', 'Python_version': '2.7.3'}, {'Distro_Version': 'vivid', 'Python_version': '2.7.3'}, {'Distro_Version': '14.10', 'Python_version': '2.7.2'}, {'Distro_Version': 'utopic', 'Python_version': '2.7.1'}, {'Distro_Version': '14.04', 'Python_version': '2.6.6'}, {'Distro_Version': 'trusty', 'Python_version': '2.6.5'}, {'Distro_Version': '13.10', 'Python_version': '2.6.4rc1'}, {'Distro_Version': 'saucy', 'Python_version': '2.6.2'}, {'Distro_Version': '13.04', 'Python_version': '2.5.2'}, {'Distro_Version': 'raring', 'Python_version': '2.5.2'}, {'Distro_Version': '12.10', 'Python_version': '2.5.1'}, {'Distro_Version': 'quantal', 'Python_version': '2.5.1rc1'}, {'Distro_Version': '12.04', 'Python_version': '2.4.4'}, {'Distro_Version': 'precise', 'Python_version': '2.4.3'}, {'Distro_Version': '11.10', 'Python_version': '2.4.2'}, {'Distro_Version': 'oneiric', 'Python_version': '2.4.1'}]",kubuntu
"[{'Distro_Version': '3.7', 'Python_version': '2.7.9'}]",kodachi
"[{'Distro_Version': '7.7.1', 'Python_version': '2.7.11'}, {'Distro_Version': '7.6.1', 'Python_version': '2.7.11'}, {'Distro_Version': '7.4.2', 'Python_version': '2.7.8'}, {'Distro_Version': '7.2.0', 'Python_version': '2.7.3'}, {'Distro_Version': '7.0.5', 'Python_version': '2.7.3rc2'}, {'Distro_Version': '6.7.1', 'Python_version': '2.6.6'}, {'Distro_Version': '6.4.4', 'Python_version': '2.6.6'}, {'Distro_Version': '6.2.1', 'Python_version': '2.5.4'}, {'Distro_Version': '6.0.1', 'Python_version': '2.5.2'}, {'Distro_Version': '5.3.1', 'Python_version': '2.4.4'}, {'Distro_Version': '5.1.1', 'Python_version': '2.4.4'}, {'Distro_Version': '5.0.1', 'Python_version': '2.3.5'}, {'Distro_Version': '4.0.2', 'Python_version': '2.3.5'}, {'Distro_Version': '3.9', 'Python_version': '2.3.5'}, {'Distro_Version': '3.8.2', 'Python_version': '2.3.5'}, {'Distro_Version': '3.7', 'Python_version': '2.3.4'}, {'Distro_Version': '3.6', 'Python_version': '2.3.4'}, {'Distro_Version': '3.4', 'Python_version': '2.3.3'}, {'Distro_Version': '3.3', 'Python_version': '2.3.3'}, {'Distro_Version': '3.2', 'Python_version': '2.2.3'}, {'Distro_Version': '3.1', 'Python_version': '2.1.3'}]",knoppix
"[{'Distro_Version': '20170605', 'Python_version': '2.7.11'}]",kdeneon
"[{'Distro_Version': '10.07.16', 'Python_version': '2.7.8'}]",keysoft
"[{'Distro_Version': '11.0.1', 'Python_version': '2.7.11'}, {'Distro_Version': '10.1.2', 'Python_version': '2.7.5'}, {'Distro_Version': '9.0.1', 'Python_version': '2.7.3'}, {'Distro_Version': '8.0.0', 'Python_version': '2.7.3'}, {'Distro_Version': '7.0.3', 'Python_version': '2.6.5'}, {'Distro_Version': '6.0', 'Python_version': '2.5.2'}]",karoshi
"[{'Distro_Version': '2017.07', 'Python_version': '3.6.1'}, {'Distro_Version': '2016.11', 'Python_version': '3.5.2'}, {'Distro_Version': '2015.11', 'Python_version': '3.4.3'}, {'Distro_Version': '2014.12', 'Python_version': '3.4.2'}]",kaos
"[{'Distro_Version': 'nightly', 'Python_version': '2.7.9'}, {'Distro_Version': '2014', 'Python_version': '2.7.3'}, {'Distro_Version': '2013', 'Python_version': '2.7.3'}, {'Distro_Version': '2011-05', 'Python_version': '2.6.6'}, {'Distro_Version': '2010', 'Python_version': '2.5.2'}, {'Distro_Version': '2005-04', 'Python_version': '2.3.5'}, {'Distro_Version': '2005-03', 'Python_version': '2.3.5'}, {'Distro_Version': '2004-09', 'Python_version': '2.3.4'}]",kanotix
